Strike,Expiry,Type,Symbol,Last,Bid,Ask,Chg,PctChg,Vol,Open_Int,IV,Root,IsNonstandard,Underlying,Underlying_Price,Quote_Time,Last_Trade_Date,JSON
10.0,2018-11-21,put,VIX181121P00010000,0.05,0.0,0.05,0.0,0.0,6.0,34649.0,0.4101621484375,VIX,True,^VIX,13.55,2018-09-05 13:14:51,2018-09-04 15:14:24,"{'inTheMoney': False, 'currency': 'USD', 'volume': 6, 'openInterest': 34649, 'impliedVolatility': 0.4101621484375, 'strike': 10.0, 'change': 0.0, 'contractSymbol': 'VIX181121P00010000', 'contractSize': 'REGULAR', 'lastTradeDate': 1536074064, 'bid': 0.0, 'ask': 0.05, 'lastPrice': 0.05, 'expiration': 1542758400, 'percentChange': 0.0}"
10.0,2018-12-19,call,VIX181219C00010000,6.0,5.8,6.0,0.0,0.0,1.0,1830.0,1.5869161279296873,VIX,True,^VIX,13.55,2018-09-05 13:14:51,2018-09-04 13:56:15,"{'inTheMoney': True, 'currency': 'USD', 'volume': 1, 'openInterest': 1830, 'impliedVolatility': 1.5869161279296873, 'strike': 10.0, 'change': 0.0, 'contractSymbol': 'VIX181219C00010000', 'contractSize': 'REGULAR', 'lastTradeDate': 1536069375, 'bid': 5.8, 'ask': 6.0, 'lastPrice': 6.0, 'expiration': 1545177600, 'percentChange': 0.0}"
10.0,2018-12-19,put,VIX181219P00010000,0.02,0.0,0.05,0.0,0.0,45.0,2416.0,0.35156898437499995,VIX,True,^VIX,13.55,2018-09-05 13:14:51,2018-08-30 19:23:59,"{'inTheMoney': False, 'currency': 'USD', 'volume': 45, 'openInterest': 2416, 'impliedVolatility': 0.35156898437499995, 'strike': 10.0, 'change': 0.0, 'contractSymbol': 'VIX181219P00010000', 'contractSize': 'REGULAR', 'lastTradeDate': 1535657039, 'bid': 0.0, 'ask': 0.05, 'lastPrice': 0.02, 'expiration': 1545177600, 'percentChange': 0.0}"
10.0,2019-01-16,call,VIX190116C00010000,6.4,6.2,6.5,0.0,0.0,3.0,408.0,1.5986348193359374,VIX,True,^VIX,13.55,2018-09-05 13:14:51,2018-09-04 13:39:45,"{'inTheMoney': True, 'currency': 'USD', 'volume': 3, 'openInterest': 408, 'impliedVolatility': 1.5986348193359374, 'strike': 10.0, 'change': 0.0, 'contractSymbol': 'VIX190116C00010000', 'contractSize': 'REGULAR', 'lastTradeDate': 1536068385, 'bid': 6.2, 'ask': 6.5, 'lastPrice': 6.4, 'expiration': 1547596800, 'percentChange': 0.0}"
10.0,2019-01-16,put,VIX190116P00010000,0.05,0.0,0.1,0.0,0.0,1.0,4.0,0.36524072265625,VIX,True,^VIX,13.55,2018-09-05 13:14:51,2018-07-30 17:05:54,"{'inTheMoney': False, 'currency': 'USD', 'volume': 1, 'openInterest': 4, 'impliedVolatility': 0.36524072265625, 'strike': 10.0, 'change': 0.0, 'contractSymbol': 'VIX190116P00010000', 'contractSize': 'REGULAR', 'lastTradeDate': 1532970354, 'bid': 0.0, 'ask': 0.1, 'lastPrice': 0.05, 'expiration': 1547596800, 'percentChange': 0.0}"
10.0,2019-02-13,call,VIX190213C00010000,6.4,6.3,6.6,0.0,0.0,17.0,87.0,1.4921900390624998,VIX,True,^VIX,13.55,2018-09-05 13:14:51,2018-09-04 17:12:06,"{'inTheMoney': True, 'currency': 'USD', 'volume': 17, 'openInterest': 87, 'impliedVolatility': 1.4921900390624998, 'strike': 10.0, 'change': 0.0, 'contractSymbol': 'VIX190213C00010000', 'contractSize': 'REGULAR', 'lastTradeDate': 1536081126, 'bid': 6.3, 'ask': 6.6, 'lastPrice': 6.4, 'expiration': 1550016000, 'percentChange': 0.0}"
10.0,2019-02-13,put,VIX190213P00010000,0.04,0.0,0.05,0.0,0.0,5.0,5.0,0.28321029296874994,VIX,True,^VIX,13.55,2018-09-05 13:14:51,2018-09-01 03:48:47,"{'inTheMoney': False, 'currency': 'USD', 'volume': 5, 'openInterest': 5, 'impliedVolatility': 0.28321029296874994, 'strike': 10.0, 'change': 0.0, 'contractSymbol': 'VIX190213P00010000', 'contractSize': 'REGULAR', 'lastTradeDate': 1535773727, 'bid': 0.0, 'ask': 0.05, 'lastPrice': 0.04, 'expiration': 1550016000, 'percentChange': 0.0}"
10.5,2018-09-05,call,VIX180905C00010500,2.85,0.0,0.0,0.0,0.0,1.0,7.0,1.0000000000000003e-05,VIX,True,^VIX,13.55,2018-09-05 13:14:51,2018-09-04 13:36:15,"{'inTheMoney': True, 'currency': 'USD', 'volume': 1, 'openInterest': 7, 'impliedVolatility': 1.0000000000000003e-05, 'strike': 10.5, 'change': 0.0, 'contractSymbol': 'VIX180905C00010500', 'contractSize': 'REGULAR', 'lastTradeDate': 1536068175, 'bid': 0.0, 'ask': 0.0, 'lastPrice': 2.85, 'expiration': 1536105600, 'percentChange': 0.0}"
10.5,2018-09-05,put,VIX180905P00010500,0.02,0.0,0.05,0.0,0.0,10.0,45.0,2.718753203125,VIX,True,^VIX,13.55,2018-09-05 13:14:51,2018-08-30 18:44:11,"{'inTheMoney': False, 'currency': 'USD', 'volume': 10, 'openInterest': 45, 'impliedVolatility': 2.718753203125, 'strike': 10.5, 'change': 0.0, 'contractSymbol': 'VIX180905P00010500', 'contractSize': 'REGULAR', 'lastTradeDate': 1535654651, 'bid': 0.0, 'ask': 0.05, 'lastPrice': 0.02, 'expiration': 1536105600, 'percentChange': 0.0}"
10.5,2018-09-12,call,VIX180912C00010500,3.29,2.6,4.2,0.0,0.0,1.0,13.0,1.9414065429687501,VIX,True,^VIX,13.55,2018-09-05 13:14:51,2018-08-29 15:32:48,"{'inTheMoney': True, 'currency': 'USD', 'volume': 1, 'openInterest': 13, 'impliedVolatility': 1.9414065429687501, 'strike': 10.5, 'change': 0.0, 'contractSymbol': 'VIX180912C00010500', 'contractSize': 'REGULAR', 'lastTradeDate': 1535556768, 'bid': 2.6, 'ask': 4.2, 'lastPrice': 3.29, 'expiration': 1536710400, 'percentChange': 0.0}"
10.5,2018-09-12,put,VIX180912P00010500,0.1,0.0,0.05,0.0,0.0,1.0,1.0,0.9687503125,VIX,True,^VIX,13.55,2018-09-05 13:14:51,2018-08-11 03:48:12,"{'inTheMoney': False, 'currency': 'USD', 'volume': 1, 'openInterest': 1, 'impliedVolatility': 0.9687503125, 'strike': 10.5, 'change': 0.0, 'contractSymbol': 'VIX180912P00010500', 'contractSize': 'REGULAR', 'lastTradeDate': 1533959292, 'bid': 0.0, 'ask': 0.05, 'lastPrice': 0.1, 'expiration': 1536710400, 'percentChange': 0.0}"
10.5,2018-09-19,call,VIX180919C00010500,3.8,3.4,3.6,0.20000005,5.5555573,1.0,145.0,1.5664084179687499,VIX,True,^VIX,13.55,2018-09-05 13:14:51,2018-08-31 14:09:24,"{'inTheMoney': True, 'currency': 'USD', 'volume': 1, 'openInterest': 145, 'impliedVolatility': 1.5664084179687499, 'strike': 10.5, 'change': 0.20000005, 'contractSymbol': 'VIX180919C00010500', 'contractSize': 'REGULAR', 'lastTradeDate': 1535724564, 'bid': 3.4, 'ask': 3.6, 'lastPrice': 3.8, 'expiration': 1537315200, 'percentChange': 5.5555573}"
10.5,2018-09-19,put,VIX180919P00010500,0.03,0.0,0.05,0.01,50.0,1.0,3237.0,0.70312796875,VIX,True,^VIX,13.55,2018-09-05 13:14:51,2018-08-31 14:08:06,"{'inTheMoney': False, 'currency': 'USD', 'volume': 1, 'openInterest': 3237, 'impliedVolatility': 0.70312796875, 'strike': 10.5, 'change': 0.01, 'contractSymbol': 'VIX180919P00010500', 'contractSize': 'REGULAR', 'lastTradeDate': 1535724486, 'bid': 0.0, 'ask': 0.05, 'lastPrice': 0.03, 'expiration': 1537315200, 'percentChange': 50.0}"
10.5,2018-09-26,call,VIX180926C00010500,4.4,2.9,4.8,0.0,0.0,1.0,9.0,1.68359533203125,VIX,True,^VIX,13.55,2018-09-05 13:14:51,2018-08-30 18:23:42,"{'inTheMoney': True, 'currency': 'USD', 'volume': 1, 'openInterest': 9, 'impliedVolatility': 1.68359533203125, 'strike': 10.5, 'change': 0.0, 'contractSymbol': 'VIX180926C00010500', 'contractSize': 'REGULAR', 'lastTradeDate': 1535653422, 'bid': 2.9, 'ask': 4.8, 'lastPrice': 4.4, 'expiration': 1537920000, 'percentChange': 0.0}"
10.5,2018-09-26,put,VIX180926P00010500,0.02,0.0,0.05,0.0,0.0,5.0,6.0,0.57812921875,VIX,True,^VIX,13.55,2018-09-05 13:14:51,2018-08-28 15:17:37,"{'inTheMoney': False, 'currency': 'USD', 'volume': 5, 'openInterest': 6, 'impliedVolatility': 0.57812921875, 'strike': 10.5, 'change': 0.0, 'contractSymbol': 'VIX180926P00010500', 'contractSize': 'REGULAR', 'lastTradeDate': 1535469457, 'bid': 0.0, 'ask': 0.05, 'lastPrice': 0.02, 'expiration': 1537920000, 'percentChange': 0.0}"
10.5,2018-10-03,call,VIX181003C00010500,4.4,3.7,4.4,0.0,0.0,10.0,10.0,1.6484392578125,VIX,True,^VIX,13.55,2018-09-05 13:14:51,2018-09-01 03:48:16,"{'inTheMoney': True, 'currency': 'USD', 'volume': 10, 'openInterest': 10, 'impliedVolatility': 1.6484392578125, 'strike': 10.5, 'change': 0.0, 'contractSymbol': 'VIX181003C00010500', 'contractSize': 'REGULAR', 'lastTradeDate': 1535773696, 'bid': 3.7, 'ask': 4.4, 'lastPrice': 4.4, 'expiration': 1538524800, 'percentChange': 0.0}"
10.5,2018-10-17,put,VIX181017P00010500,0.03,0.0,0.05,0.0,0.0,5.0,5.0,0.476567734375,VIX,True,^VIX,13.55,2018-09-05 13:14:51,2018-08-25 03:49:07,"{'inTheMoney': False, 'currency': 'USD', 'volume': 5, 'openInterest': 5, 'impliedVolatility': 0.476567734375, 'strike': 10.5, 'change': 0.0, 'contractSymbol': 'VIX181017P00010500', 'contractSize': 'REGULAR', 'lastTradeDate': 1535168947, 'bid': 0.0, 'ask': 0.05, 'lastPrice': 0.03, 'expiration': 1539734400, 'percentChange': 0.0}"
11.0,2018-09-05,call,VIX180905C00011000,2.78,0.0,0.0,0.0,0.0,14.0,150.0,1.0000000000000003e-05,VIX,True,^VIX,13.55,2018-09-05 13:14:51,2018-09-04 19:55:17,"{'inTheMoney': True, 'currency': 'USD', 'volume': 14, 'openInterest': 150, 'impliedVolatility': 1.0000000000000003e-05, 'strike': 11.0, 'change': 0.0, 'contractSymbol': 'VIX180905C00011000', 'contractSize': 'REGULAR', 'lastTradeDate': 1536090917, 'bid': 0.0, 'ask': 0.0, 'lastPrice': 2.78, 'expiration': 1536105600, 'percentChange': 0.0}"
11.0,2018-09-05,put,VIX180905P00011000,0.03,0.0,0.05,0.0,0.0,4.0,73.0,2.3125042187499996,VIX,True,^VIX,13.55,2018-09-05 13:14:51,2018-08-30 13:46:36,"{'inTheMoney': False, 'currency': 'USD', 'volume': 4, 'openInterest': 73, 'impliedVolatility': 2.3125042187499996, 'strike': 11.0, 'change': 0.0, 'contractSymbol': 'VIX180905P00011000', 'contractSize': 'REGULAR', 'lastTradeDate': 1535636796, 'bid': 0.0, 'ask': 0.05, 'lastPrice': 0.03, 'expiration': 1536105600, 'percentChange': 0.0}"
11.0,2018-09-12,call,VIX180912C00011000,3.38,2.15,3.7,0.18000007,5.625002,6.0,15.0,1.75000125,VIX,True,^VIX,13.55,2018-09-05 13:14:51,2018-08-31 18:55:03,"{'inTheMoney': True, 'currency': 'USD', 'volume': 6, 'openInterest': 15, 'impliedVolatility': 1.75000125, 'strike': 11.0, 'change': 0.18000007, 'contractSymbol': 'VIX180912C00011000', 'contractSize': 'REGULAR', 'lastTradeDate': 1535741703, 'bid': 2.15, 'ask': 3.7, 'lastPrice': 3.38, 'expiration': 1536710400, 'percentChange': 5.625002}"
11.0,2018-09-12,put,VIX180912P00011000,0.01,0.0,0.05,0.0,0.0,8.0,27.0,0.8125018749999999,VIX,True,^VIX,13.55,2018-09-05 13:14:51,2018-09-04 17:40:31,"{'inTheMoney': False, 'currency': 'USD', 'volume': 8, 'openInterest': 27, 'impliedVolatility': 0.8125018749999999, 'strike': 11.0, 'change': 0.0, 'contractSymbol': 'VIX180912P00011000', 'contractSize': 'REGULAR', 'lastTradeDate': 1536082831, 'bid': 0.0, 'ask': 0.05, 'lastPrice': 0.01, 'expiration': 1536710400, 'percentChange': 0.0}"
11.0,2018-09-19,call,VIX180919C00011000,3.41,3.5,3.7,0.0,0.0,266.0,965.0,2.1210984472656245,VIX,True,^VIX,13.55,2018-09-05 13:14:51,2018-09-04 19:41:07,"{'inTheMoney': True, 'currency': 'USD', 'volume': 266, 'openInterest': 965, 'impliedVolatility': 2.1210984472656245, 'strike': 11.0, 'change': 0.0, 'contractSymbol': 'VIX180919C00011000', 'contractSize': 'REGULAR', 'lastTradeDate': 1536090067, 'bid': 3.5, 'ask': 3.7, 'lastPrice': 3.41, 'expiration': 1537315200, 'percentChange': 0.0}"
11.0,2018-09-19,put,VIX180919P00011000,0.03,0.0,0.05,0.0,0.0,12.0,35056.0,0.5937540625000001,VIX,True,^VIX,13.55,2018-09-05 13:14:51,2018-09-04 19:42:49,"{'inTheMoney': False, 'currency': 'USD', 'volume': 12, 'openInterest': 35056, 'impliedVolatility': 0.5937540625000001, 'strike': 11.0, 'change': 0.0, 'contractSymbol': 'VIX180919P00011000', 'contractSize': 'REGULAR', 'lastTradeDate': 1536090169, 'bid': 0.0, 'ask': 0.05, 'lastPrice': 0.03, 'expiration': 1537315200, 'percentChange': 0.0}"
11.0,2018-09-26,call,VIX180926C00011000,3.8,2.45,4.4,-0.120000124,-3.0612276,1.0,67.0,1.5800802246093748,VIX,True,^VIX,13.55,2018-09-05 13:14:51,2018-08-31 16:49:38,"{'inTheMoney': True, 'currency': 'USD', 'volume': 1, 'openInterest': 67, 'impliedVolatility': 1.5800802246093748, 'strike': 11.0, 'change': -0.120000124, 'contractSymbol': 'VIX180926C00011000', 'contractSize': 'REGULAR', 'lastTradeDate': 1535734178, 'bid': 2.45, 'ask': 4.4, 'lastPrice': 3.8, 'expiration': 1537920000, 'percentChange': -3.0612276}"
11.0,2018-09-26,put,VIX180926P00011000,0.05,0.0,0.05,0.0,0.0,4.0,8.0,0.5664105859375,VIX,True,^VIX,13.55,2018-09-05 13:14:51,2018-09-01 03:48:31,"{'inTheMoney': False, 'currency': 'USD', 'volume': 4, 'openInterest': 8, 'impliedVolatility': 0.5664105859375, 'strike': 11.0, 'change': 0.0, 'contractSymbol': 'VIX180926P00011000', 'contractSize': 'REGULAR', 'lastTradeDate': 1535773711, 'bid': 0.0, 'ask': 0.05, 'lastPrice': 0.05, 'expiration': 1537920000, 'percentChange': 0.0}"
11.0,2018-10-03,call,VIX181003C00011000,4.2,3.2,3.9,0.0,0.0,2.0,0.0,1.482424462890625,VIX,True,^VIX,13.55,2018-09-05 13:14:51,2018-09-01 03:48:16,"{'inTheMoney': True, 'currency': 'USD', 'volume': 2, 'openInterest': 0, 'impliedVolatility': 1.482424462890625, 'strike': 11.0, 'change': 0.0, 'contractSymbol': 'VIX181003C00011000', 'contractSize': 'REGULAR', 'lastTradeDate': 1535773696, 'bid': 3.2, 'ask': 3.9, 'lastPrice': 4.2, 'expiration': 1538524800, 'percentChange': 0.0}"
11.0,2018-10-17,call,VIX181017C00011000,4.4,4.3,4.6,0.0,0.0,9.0,677.0,1.8232430712890624,VIX,True,^VIX,13.55,2018-09-05 13:14:51,2018-09-04 19:41:52,"{'inTheMoney': True, 'currency': 'USD', 'volume': 9, 'openInterest': 677, 'impliedVolatility': 1.8232430712890624, 'strike': 11.0, 'change': 0.0, 'contractSymbol': 'VIX181017C00011000', 'contractSize': 'REGULAR', 'lastTradeDate': 1536090112, 'bid': 4.3, 'ask': 4.6, 'lastPrice': 4.4, 'expiration': 1539734400, 'percentChange': 0.0}"
11.0,2018-10-17,put,VIX181017P00011000,0.02,0.0,0.05,0.0,0.0,2510.0,17335.0,0.4062559375,VIX,True,^VIX,13.55,2018-09-05 13:14:51,2018-09-04 19:33:25,"{'inTheMoney': False, 'currency': 'USD', 'volume': 2510, 'openInterest': 17335, 'impliedVolatility': 0.4062559375, 'strike': 11.0, 'change': 0.0, 'contractSymbol': 'VIX181017P00011000', 'contractSize': 'REGULAR', 'lastTradeDate': 1536089605, 'bid': 0.0, 'ask': 0.05, 'lastPrice': 0.02, 'expiration': 1539734400, 'percentChange': 0.0}"
11.0,2018-11-21,call,VIX181121C00011000,4.8,4.5,4.8,-0.19999981,-3.9999962,15.0,243.0,1.4521511767578126,VIX,True,^VIX,13.55,2018-09-05 13:14:51,2018-08-31 19:50:10,"{'inTheMoney': True, 'currency': 'USD', 'volume': 15, 'openInterest': 243, 'impliedVolatility': 1.4521511767578126, 'strike': 11.0, 'change': -0.19999981, 'contractSymbol': 'VIX181121C00011000', 'contractSize': 'REGULAR', 'lastTradeDate': 1535745010, 'bid': 4.5, 'ask': 4.8, 'lastPrice': 4.8, 'expiration': 1542758400, 'percentChange': -3.9999962}"
11.0,2018-11-21,put,VIX181121P00011000,0.08,0.05,0.1,0.0,0.0,15.0,11051.0,0.35742830078125,VIX,True,^VIX,13.55,2018-09-05 13:14:51,2018-09-04 15:09:56,"{'inTheMoney': False, 'currency': 'USD', 'volume': 15, 'openInterest': 11051, 'impliedVolatility': 0.35742830078125, 'strike': 11.0, 'change': 0.0, 'contractSymbol': 'VIX181121P00011000', 'contractSize': 'REGULAR', 'lastTradeDate': 1536073796, 'bid': 0.05, 'ask': 0.1, 'lastPrice': 0.08, 'expiration': 1542758400, 'percentChange': 0.0}"
11.0,2018-12-19,call,VIX181219C00011000,5.0,4.9,5.1,0.0,0.0,12.0,311.0,1.394045998535156,VIX,True,^VIX,13.55,2018-09-05 13:14:51,2018-09-04 16:23:55,"{'inTheMoney': True, 'currency': 'USD', 'volume': 12, 'openInterest': 311, 'impliedVolatility': 1.394045998535156, 'strike': 11.0, 'change': 0.0, 'contractSymbol': 'VIX181219C00011000', 'contractSize': 'REGULAR', 'lastTradeDate': 1536078235, 'bid': 4.9, 'ask': 5.1, 'lastPrice': 5.0, 'expiration': 1545177600, 'percentChange': 0.0}"
11.0,2018-12-19,put,VIX181219P00011000,0.1,0.05,0.15,0.0,0.0,9.0,3341.0,0.34570966796874997,VIX,True,^VIX,13.55,2018-09-05 13:14:51,2018-08-30 17:26:29,"{'inTheMoney': False, 'currency': 'USD', 'volume': 9, 'openInterest': 3341, 'impliedVolatility': 0.34570966796874997, 'strike': 11.0, 'change': 0.0, 'contractSymbol': 'VIX181219P00011000', 'contractSize': 'REGULAR', 'lastTradeDate': 1535649989, 'bid': 0.05, 'ask': 0.15, 'lastPrice': 0.1, 'expiration': 1545177600, 'percentChange': 0.0}"
11.0,2019-01-16,call,VIX190116C00011000,5.6,5.2,5.4,0.25,4.6728973,3.0,649.0,1.3535188574218748,VIX,True,^VIX,13.55,2018-09-05 13:14:51,2018-08-31 16:04:45,"{'inTheMoney': True, 'currency': 'USD', 'volume': 3, 'openInterest': 649, 'impliedVolatility': 1.3535188574218748, 'strike': 11.0, 'change': 0.25, 'contractSymbol': 'VIX190116C00011000', 'contractSize': 'REGULAR', 'lastTradeDate': 1535731485, 'bid': 5.2, 'ask': 5.4, 'lastPrice': 5.6, 'expiration': 1547596800, 'percentChange': 4.6728973}"
11.0,2019-01-16,put,VIX190116P00011000,0.11,0.05,0.15,0.0,0.0,10.0,2244.0,0.30762411132812495,VIX,True,^VIX,13.55,2018-09-05 13:14:51,2018-08-28 19:26:18,"{'inTheMoney': False, 'currency': 'USD', 'volume': 10, 'openInterest': 2244, 'impliedVolatility': 0.30762411132812495, 'strike': 11.0, 'change': 0.0, 'contractSymbol': 'VIX190116P00011000', 'contractSize': 'REGULAR', 'lastTradeDate': 1535484378, 'bid': 0.05, 'ask': 0.15, 'lastPrice': 0.11, 'expiration': 1547596800, 'percentChange': 0.0}"
11.0,2019-02-13,call,VIX190213C00011000,5.6,5.5,5.7,0.0,0.0,7.0,117.0,1.3354525415039058,VIX,True,^VIX,13.55,2018-09-05 13:14:51,2018-09-04 14:37:18,"{'inTheMoney': True, 'currency': 'USD', 'volume': 7, 'openInterest': 117, 'impliedVolatility': 1.3354525415039058, 'strike': 11.0, 'change': 0.0, 'contractSymbol': 'VIX190213C00011000', 'contractSize': 'REGULAR', 'lastTradeDate': 1536071838, 'bid': 5.5, 'ask': 5.7, 'lastPrice': 5.6, 'expiration': 1550016000, 'percentChange': 0.0}"
11.0,2019-02-13,put,VIX190213P00011000,0.1,0.1,0.15,-0.050000004,-33.333336,132.0,622.0,0.27930408203124996,VIX,True,^VIX,13.55,2018-09-05 13:14:51,2018-08-31 16:19:25,"{'inTheMoney': False, 'currency': 'USD', 'volume': 132, 'openInterest': 622, 'impliedVolatility': 0.27930408203124996, 'strike': 11.0, 'change': -0.050000004, 'contractSymbol': 'VIX190213P00011000', 'contractSize': 'REGULAR', 'lastTradeDate': 1535732365, 'bid': 0.1, 'ask': 0.15, 'lastPrice': 0.1, 'expiration': 1550016000, 'percentChange': -33.333336}"
